user_id,message,story,name,file_path
2327400,"แอดมินขออนุญาตประสานงานให้เจ้าหน้าที่ติดต่อกลับนะครับ เพื่อความปลอดภัยของข้อมูล รบกวนแจ้งเบอร์ติดต่อกลับทาง FB ib นะครับ คลิก <a href=""http://m.me/fwdthailand""  rel=""nofollow"" target=""_blank"" >http://m.me/fwdthailand</a>","
								ผมเป็นตัวแทน fwd นะครับ มีปัญหาเรื่องการเข้าระบบเมล์ของอีบรานซ์ เชื่อไหม เบอร์หน้าเว็ปตัวแทน ไม่เคยติดต่อได้เลย 027766606-07 มันไม่มีจริงหรอกเบอร์นี้อะ  เอาออกจากหน้าอีบรานซ์ไปเถอะ
ดีที่รู้จักคนข้างใน ให้ช่วยติดต่อให้
ในที่สุดก็โทรมา พอโทรมาพูดจาหมาไม่แดกเลย
ไม่อยากเอ่ยชื่อนะ  แต่ฟังแล้วมันน่านัก ทำงานหน้าเดียวแต่พูดจาหาเรื่อง  ตูหารายได้ให้บริษัทตั้งเท่าไร พอต้องการความช่วยเหลือกลับพูดจาหมาๆ ให้คนที่มันทำงานหน้าเดียวไปนั่งสมาธิสักหน่อยเหอะ เมลล์ในอีบรานซ์มีข้มูลเสนอขายลูกค้า ถ้าไม่จำเป็นขอความช่วยเหลือ ตูเป็นถึง MDRT 2ปีซ้อน ถ้าไม่จำเป็นจริงๆก็ไม่อยากคุยกะพวกเมิงหรอก เข้าใจป่ะ																															",เป็นตัวแทนFwd แต่ติดต่อ eserviceไม่เคยได้,/content/pantip_storage/ptopic42514
2327400,"แอดมินขออนุญาตประสานงานให้เจ้าหน้าที่ติดต่อกลับนะครับ เพื่อความปลอดภัยของข้อมูล รบกวนแจ้งเบอร์ติดต่อกลับทาง FB ib นะครับ คลิก <a href=""http://m.me/fwdthailand""  rel=""nofollow"" target=""_blank"" >http://m.me/fwdthailand</a>","
								เราทำประกันสุขภาพไว้กับ FWD เดือนเมษาปี 66   เมื่อวันที่ 4-5 พย เราต้องเข้าแอดมิดที่โรงพยบาบเพราะเราปวดท้อง หมอตรวจรักษาแล้ว หมอสรุปว่าเราติดเชื้อ,ลำใส้แปรปรวน พอออกจากโรงพยาบาลทางประกันให้เราสำรองจ่ายไป จากนั้นเราส่งเอกสารเคลมจนถึงตอนนี้เรายังไม่ได้เงินจาก FWD เลย  เค้าให้เหตุผลว่ากำลังพิจารณา   ใครเคยเจอแบบเราบ้างและต้องทำอย่างไรคะ  (เราไม่มีชดเชยรายวันกรณีนอนโรงพยาบาลหรืออะไรทั้งนั้น ) ช่วยแนะนำหน่อยคะ																															",ทำไมเคลมประกัน FWD อยากจังเลย,/content/pantip_storage/ptopic42375
173895,กรมธรรม์ที่เพิ่งทำมาได้ไม่นาน ปกติประกันจะขอตรวจสอบประวัติการรักษาก่อนหน้าครับ แต่หากเราไม่ได้ปกปิด ทางประกันก็จะจ่ายคืนให้ครับ,"
								เราทำประกันสุขภาพไว้กับ FWD เดือนเมษาปี 66   เมื่อวันที่ 4-5 พย เราต้องเข้าแอดมิดที่โรงพยบาบเพราะเราปวดท้อง หมอตรวจรักษาแล้ว หมอสรุปว่าเราติดเชื้อ,ลำใส้แปรปรวน พอออกจากโรงพยาบาลทางประกันให้เราสำรองจ่ายไป จากนั้นเราส่งเอกสารเคลมจนถึงตอนนี้เรายังไม่ได้เงินจาก FWD เลย  เค้าให้เหตุผลว่ากำลังพิจารณา   ใครเคยเจอแบบเราบ้างและต้องทำอย่างไรคะ  (เราไม่มีชดเชยรายวันกรณีนอนโรงพยาบาลหรืออะไรทั้งนั้น ) ช่วยแนะนำหน่อยคะ																															",ทำไมเคลมประกัน FWD อยากจังเลย,/content/pantip_storage/ptopic42375
704085,พวก simple disease จะเรื่องเยอะแบบนี้แหละ,"
								เราทำประกันสุขภาพไว้กับ FWD เดือนเมษาปี 66   เมื่อวันที่ 4-5 พย เราต้องเข้าแอดมิดที่โรงพยบาบเพราะเราปวดท้อง หมอตรวจรักษาแล้ว หมอสรุปว่าเราติดเชื้อ,ลำใส้แปรปรวน พอออกจากโรงพยาบาลทางประกันให้เราสำรองจ่ายไป จากนั้นเราส่งเอกสารเคลมจนถึงตอนนี้เรายังไม่ได้เงินจาก FWD เลย  เค้าให้เหตุผลว่ากำลังพิจารณา   ใครเคยเจอแบบเราบ้างและต้องทำอย่างไรคะ  (เราไม่มีชดเชยรายวันกรณีนอนโรงพยาบาลหรืออะไรทั้งนั้น ) ช่วยแนะนำหน่อยคะ																															",ทำไมเคลมประกัน FWD อยากจังเลย,/content/pantip_storage/ptopic42375
7872062,ทำประกันอุบัติเหตุไว้ลื่นล้มเคลมไปตั้งแต่วันที่10พ.ย.66จนตอนนี้ยังขึ้นรอดำเนินการนานเกินไปมั๊ยค่ะ,"
								เราทำประกันสุขภาพไว้กับ FWD เดือนเมษาปี 66   เมื่อวันที่ 4-5 พย เราต้องเข้าแอดมิดที่โรงพยบาบเพราะเราปวดท้อง หมอตรวจรักษาแล้ว หมอสรุปว่าเราติดเชื้อ,ลำใส้แปรปรวน พอออกจากโรงพยาบาลทางประกันให้เราสำรองจ่ายไป จากนั้นเราส่งเอกสารเคลมจนถึงตอนนี้เรายังไม่ได้เงินจาก FWD เลย  เค้าให้เหตุผลว่ากำลังพิจารณา   ใครเคยเจอแบบเราบ้างและต้องทำอย่างไรคะ  (เราไม่มีชดเชยรายวันกรณีนอนโรงพยาบาลหรืออะไรทั้งนั้น ) ช่วยแนะนำหน่อยคะ																															",ทำไมเคลมประกัน FWD อยากจังเลย,/content/pantip_storage/ptopic42375
8019253,"รบกวนสอบถามเพื่อสมาชิกเบิกค่าชดเชยรายวันประกันชีวิต บริษัท&nbsp;&nbsp;FWD ต้องนอนโรงพยาบาลกี่ชั่วโมงถึงจะเบิกได้ครับ<br />
ขอบคุณครับ","
								เราทำประกันสุขภาพไว้กับ FWD เดือนเมษาปี 66   เมื่อวันที่ 4-5 พย เราต้องเข้าแอดมิดที่โรงพยบาบเพราะเราปวดท้อง หมอตรวจรักษาแล้ว หมอสรุปว่าเราติดเชื้อ,ลำใส้แปรปรวน พอออกจากโรงพยาบาลทางประกันให้เราสำรองจ่ายไป จากนั้นเราส่งเอกสารเคลมจนถึงตอนนี้เรายังไม่ได้เงินจาก FWD เลย  เค้าให้เหตุผลว่ากำลังพิจารณา   ใครเคยเจอแบบเราบ้างและต้องทำอย่างไรคะ  (เราไม่มีชดเชยรายวันกรณีนอนโรงพยาบาลหรืออะไรทั้งนั้น ) ช่วยแนะนำหน่อยคะ																															",ทำไมเคลมประกัน FWD อยากจังเลย,/content/pantip_storage/ptopic42375
8086628,หากพบปัญหา หรือต้องการปรึกษาปัญหาต่างๆ สามารถโทร call center 1351 ได้ค่ะ,"
								ติดต่อ หัวหน้า FWD สาขาอุดรได้ที่ไหนคะ																															",ติดต่อ หัวหน้า FWD สาขาอุดรได้ที่ไหนคะ,/content/pantip_storage/ptopic42391
2327400,"แอดมินขออนุญาตประสานงานให้เจ้าหน้าที่ติดต่อกลับนะครับ เพื่อความปลอดภัยของข้อมูล รบกวนแจ้งเบอร์ติดต่อกลับทาง FB ib นะครับ คลิก <a href=""http://m.me/fwdthailand""  rel=""nofollow"" target=""_blank"" >http://m.me/fwdthailand</a>","
								ทำไมยกเลิกประกันของ FWD ยากจังเลย โทรที่ี่เบอร์ Call Center ก็น่าจะเป็น Bot คุยด้วย แล้วก็ให้ไปยกเลิกในแอป พอยกเลิกก็ไม่อนุมัติให้ คือไม่อยากทำต่อเพราะขายประกันให้บ่อยมากกกกกก ต้นปีทำไปแล้ว ปลายปี โทรมาอีกพอทำเพิ่มห่างกันไม่ถึงเดือนก็โทรมาให้ทำอีก ละโทรบ่อยมากกกกกกกกกกกก นี่ไม่อยากทำแล้ว แต่ยกเลิกยากกว่า มีใครยกเลิกได้บ้างมั้ยคะ แล้วต้องทำยังไงบ้าง																															",ยกเลิกประกัน FWD,/content/pantip_storage/ptopic42426
110603,"ประกันอะไร แบบไหน เบี้ยเท่าไหร่ มีสัญญาเพิ่มเติมอะไร ซื้อผ่านช่องทางไหน<br />
<br />
แล้วยกเลิก ยกเลิกเพราะอะไร ยกเลิกเมื่อไหร่<br />
<br />
<br />
ไอ้ที่ขึ้นใน app บางทีมันคำนวนผิดก็มี จะให้ชัวร์ดูที่กรมธรรม์&nbsp;&nbsp;ถ้ายกเลิกภายใน 15-30 วันแรก ได้เงินคืนหมด ถ้าเกินนั้นจะได้คืนเท่าไหร่แล้วแต่เงื่อนไขกรมธรรม์","
								ตามข้างต้นที่ได้สอบถาม ตอนนี้เราได้ทำการยกเลิกกรมธรรม์ ของ FWD ซึ้งการยกเลิกนี้เราได้เห็นในแอพแล้ว ว่าจะได้รับเงินคืนส่วนนึง แต่พอมาเมื่อไม่กี่วันวันก่อน ขึ้นว่ายกเลิกสำเร็จแล้ว แต่ไม่มีเงินเข้าบัญชีที่ได้กรอกไว้ และไม่มี SMS แจ้งเตือน พอลองโทรสอบถาม  1351 ก็ไม่ได้รับคำตอบที่ต้องการ ได้แค่แจ้งว่า กรมธรรม์ของคุณไม่อยู่ในเงื่อนไขในการยกเลิกหรือเวนคืน แล้วที่มีข้อมูลขึ้นในแอพ มันไม่ได้สอดคล้องตามข้อมูลจริงหรือยังไงครับ																															",ยกเลิกกรมธรรม์ ของ FWD,/content/pantip_storage/ptopic42348
2327400,"แอดมินขออนุญาตประสานงานให้เจ้าหน้าที่ติดต่อกลับนะครับ เพื่อความปลอดภัยของข้อมูล รบกวนแจ้งเบอร์ติดต่อกลับทาง FB ib นะครับ คลิก <a href=""http://m.me/fwdthailand""  rel=""nofollow"" target=""_blank"" >http://m.me/fwdthailand</a>","
								ตามข้างต้นที่ได้สอบถาม ตอนนี้เราได้ทำการยกเลิกกรมธรรม์ ของ FWD ซึ้งการยกเลิกนี้เราได้เห็นในแอพแล้ว ว่าจะได้รับเงินคืนส่วนนึง แต่พอมาเมื่อไม่กี่วันวันก่อน ขึ้นว่ายกเลิกสำเร็จแล้ว แต่ไม่มีเงินเข้าบัญชีที่ได้กรอกไว้ และไม่มี SMS แจ้งเตือน พอลองโทรสอบถาม  1351 ก็ไม่ได้รับคำตอบที่ต้องการ ได้แค่แจ้งว่า กรมธรรม์ของคุณไม่อยู่ในเงื่อนไขในการยกเลิกหรือเวนคืน แล้วที่มีข้อมูลขึ้นในแอพ มันไม่ได้สอดคล้องตามข้อมูลจริงหรือยังไงครับ																															",ยกเลิกกรมธรรม์ ของ FWD,/content/pantip_storage/ptopic42348
